Product,Category,Rating,Review,Platform,Date,review_length
Samsung Galaxy S21 FE,Phone,4,not great,FLIPKART,2023-07-17 00:00:00,9
 Samsung Galaxy Book 3 ,Phone,4,worth it spring suddenly direction,FLIPKART,2022-05-09 00:00:00,34
Samsung Galaxy Book 3,Phone,5,bad during year expert day,amazon,2023-12-12 00:00:00,26
 Samsung Galaxy M14 ,Phone,4,worth it almost affect beautiful many,FLIPKART,2022-02-24 00:00:00,37
Samsung Charger 25W,Charger,4,waste of money cost turn just inside here debate,FLIPKART,2023-10-17 00:00:00,48
Samsung Charger 25W,Charger,3,good low process executive young among mission,AMAZON,2022-03-15 00:00:00,46
 Samsung Galaxy Tab A8 ,Phone,4,not great tend control enjoy anything democratic whole,FLIPKART,2023-12-05 00:00:00,54
 Samsung Galaxy Book 2 ,Phone,5,not great card religious wait republican including return into,flipkart,2023-07-29 00:00:00,62
Samsung Galaxy S22,Phone,4,worth it family week international rate kitchen,AMAZON,2024-10-08 00:00:00,47
Samsung Galaxy Tab A8,Phone,2,not great issue battery draining fast,AMAZON,2023-04-04 00:00:00,37
Samsung Galaxy S21 FE,Phone,4,waste of money scientist maintain character after agent see trial,flipkart,2024-03-20 00:00:00,65
Samsung Galaxy M34,Phone,4,waste of money generation western fast wall,FLIPKART,2024-08-02 00:00:00,43
 Samsung Galaxy A14 ,Phone,4,worth it,flipkart,2023-04-16 00:00:00,8
Samsung Galaxy A14,Phone,4,bad,AMAZON,2022-08-23 00:00:00,3
Samsung Buds 2,Earbuds,3,average social big federal personal reality pattern issue charging problem,amazon,2024-12-06 00:00:00,74
Samsung Galaxy M34,Phone,4,worth it,flipkart,2024-07-12 00:00:00,8
Samsung Charger 25W,Charger,5,good second serve of hand,amazon,2022-02-10 00:00:00,25
 Samsung Galaxy Book 3 ,Phone,4,excellent,flipkart,2024-12-26 00:00:00,9
 Samsung Galaxy M34 ,Phone,4,waste of money trial commercial when bit stop happen street,AMAZON,2022-11-18 00:00:00,59
 Samsung Galaxy M34 ,Phone,5,average,flipkart,2024-06-26 00:00:00,7
Samsung Galaxy S22,Phone,2,waste of money travel star structure wide issue charging problem,AMAZON,2022-10-13 00:00:00,64
 Samsung Buds 2 ,Earbuds,5,waste of money we see interest produce official option drop no,FLIPKART,2024-02-20 00:00:00,62
 Samsung Galaxy Tab S7 FE ,Phone,3,waste of money list experience book purpose scene former issue charging problem,AMAZON,2024-08-01 00:00:00,79
Samsung Galaxy M34,Phone,4,bad,flipkart,2023-03-25 00:00:00,3
 Samsung Buds Live ,Earbuds,5,bad,FLIPKART,2023-02-01 00:00:00,3
 Samsung Galaxy M34 ,Phone,4,good,amazon,2022-05-09 00:00:00,4
Samsung Galaxy A14,Phone,4,worth it,amazon,2024-03-28 00:00:00,8
Samsung Galaxy S23,Phone,3,not great professional north face heavy world toward southern customer,flipkart,2023-12-03 00:00:00,70
Samsung Galaxy Tab S7 FE,Phone,2,not great likely draw south strong message how,flipkart,2024-05-08 00:00:00,46
 Samsung Galaxy A54 ,Phone,5,good,amazon,2024-08-27 00:00:00,4
Samsung Galaxy A34,Phone,4,good,AMAZON,2024-07-07 00:00:00,4
Samsung Galaxy S22,Phone,5,good space try fine military create space,amazon,2024-03-29 00:00:00,41
Samsung Buds 2,Earbuds,5,not great room rock can suggest bank adult,FLIPKART,2022-02-05 00:00:00,42
Samsung Galaxy S21 FE,Phone,4,not great off trade money improve buy strong artist,amazon,2022-08-28 00:00:00,51
Samsung Galaxy M14,Phone,1,average issue charging problem,AMAZON,2022-09-29 00:00:00,30
Samsung Charger 25W,Charger,4,waste of money share section politics woman practice size result,amazon,2023-06-21 00:00:00,64
Samsung Charger 25W,Charger,4,bad across sea determine ever address level situation upon,FLIPKART,2023-12-15 00:00:00,58
 Samsung Galaxy S21 FE ,Phone,4,good,amazon,2024-06-12 00:00:00,4
Samsung Galaxy M14,Phone,5,bad act eye under eat along,FLIPKART,2022-09-02 00:00:00,27
 Samsung Buds Live ,Earbuds,4,good avoid fine serve effect,amazon,2024-10-28 00:00:00,28
 Samsung Galaxy M34 ,Phone,5,good lot majority land,amazon,2024-10-04 00:00:00,22
 Samsung Galaxy S21 FE ,Phone,2,average man many likely beyond issue overheating issue,AMAZON,2023-08-18 00:00:00,54
Samsung Galaxy Book 3,Phone,4,waste of money behavior piece recognize marriage,flipkart,2024-11-03 00:00:00,48
Samsung Galaxy A54,Phone,2,waste of money issue display flickering,AMAZON,2022-09-18 00:00:00,39
 Samsung Galaxy A34 ,Phone,1,not great,AMAZON,2023-07-24 00:00:00,9
Samsung Galaxy M34,Phone,4,excellent message term my,AMAZON,2023-08-24 00:00:00,25
Samsung Crystal UHD TV,TV,1,good for basic usage,AMAZON,2024-04-22,20
Samsung Galaxy M34,Phone,1,not great popular attack thought whole democratic last,AMAZON,2024-01-13 00:00:00,54
 Samsung Galaxy M14 ,Phone,3,waste of money,AMAZON,2024-07-05 00:00:00,14
Samsung Galaxy M53,Phone,3,not great market wrong these outside,FLIPKART,2023-05-31 00:00:00,36
Samsung Galaxy S23,Phone,5,worth it argue place determine ok activity none,FLIPKART,2023-04-30 00:00:00,47
 Samsung Galaxy M53 ,Phone,5,average around keep real really,FLIPKART,2023-06-01 00:00:00,31
 Samsung Galaxy A54 ,Phone,2,waste of money issue battery draining fast,amazon,2024-12-19 00:00:00,42
Samsung Galaxy M53,Phone,5,waste of money,flipkart,2024-02-18 00:00:00,14
Samsung Galaxy Tab S7 FE,Phone,1,good,FLIPKART,2024-05-05 00:00:00,4
Samsung Charger 25W,Charger,4,good shake scientist official during,flipkart,2022-02-24 00:00:00,36
 Samsung Galaxy M53 ,Phone,4,excellent director star century picture including among his whole,flipkart,2023-08-04 00:00:00,65
Samsung Galaxy A34,Phone,5,bad significant education without,AMAZON,2024-11-18 00:00:00,33
Samsung Galaxy A14,Phone,4,bad,flipkart,2024-01-24 00:00:00,3
Samsung Charger 25W,Charger,4,average half country rather soon lead condition,amazon,2022-12-19 00:00:00,47
 Samsung Galaxy A54 ,Phone,5,bad ready here dog improve program,FLIPKART,2023-10-28 00:00:00,34
Samsung Galaxy S23,Phone,3,bad next boy student i student art issue overheating issue,amazon,2022-11-01 00:00:00,58
 Samsung Buds 2 ,Earbuds,4,waste of money according claim character lot must,amazon,2023-01-03 00:00:00,49
 Samsung Galaxy Book 2 ,Phone,5,average structure realize once deep person country,AMAZON,2022-12-22 00:00:00,50
Samsung Galaxy Tab S7 FE,Phone,2,average much change yard hundred order other choose,AMAZON,2022-04-20 00:00:00,51
Samsung Galaxy S23,Phone,5,excellent director window bank energy structure course very,flipkart,2024-02-05 00:00:00,59
Samsung Galaxy A14,Phone,4,average,AMAZON,2022-12-07 00:00:00,7
 Samsung Galaxy S21 FE ,Phone,5,worth it authority case air particular painting ability from,amazon,2022-02-09 00:00:00,60
Samsung Galaxy Tab S7 FE,Phone,2,bad issue display flickering,flipkart,2022-05-07 00:00:00,28
Samsung Galaxy S21 FE,Phone,4,waste of money,FLIPKART,2023-12-01 00:00:00,14
Samsung Buds 2,Earbuds,4,average office its doctor join society,amazon,2023-03-21 00:00:00,38
Samsung Buds Live,Earbuds,4,bad movement together live involve different,FLIPKART,2024-08-28 00:00:00,44
Samsung Galaxy S23,Phone,3,bad issue charging problem,flipkart,2024-01-15 00:00:00,26
Samsung Galaxy S21 FE,Phone,4,not great source during town another sometimes alone,flipkart,2022-06-30 00:00:00,52
 Samsung Galaxy A14 ,Phone,3,waste of money,AMAZON,2024-08-28 00:00:00,14
Samsung Galaxy S21 FE,Phone,3,excellent card red success floor contain product media best issue battery draining fast,AMAZON,2022-07-13 00:00:00,87
 Samsung Galaxy Tab A8 ,Phone,4,worth it they trip voice show there low capital technology,FLIPKART,2024-11-02 00:00:00,58
Samsung Soundbar,Other,1,very userfriendly interface,flipkart,2024-04-19,27
Samsung Galaxy M34,Phone,5,waste of money onto than interest decision,flipkart,2022-06-19 00:00:00,42
 Samsung Galaxy S22 ,Phone,3,worth it,FLIPKART,2022-05-10 00:00:00,8
Samsung Galaxy M34,Phone,5,average summer technology interest company,AMAZON,2022-10-30 00:00:00,42
Samsung Galaxy S21 FE,Phone,4,waste of money magazine value pick run put today police,amazon,2022-05-11 00:00:00,55
Samsung Galaxy Buds2,Phone,1,speaker quality is amazing,flipkart,2023-02-28,26
 Samsung Charger 25W ,Charger,5,worth it hair brother kid many energy politics stop american,AMAZON,2022-01-26 00:00:00,60
Samsung Galaxy M14,Phone,4,waste of money,FLIPKART,2024-10-05 00:00:00,14
Samsung Galaxy A34,Phone,3,not great difference executive figure coach free,flipkart,2024-03-05 00:00:00,48
Samsung Galaxy A54,Phone,5,good,FLIPKART,2022-09-06 00:00:00,4
Samsung Buds Live,Earbuds,5,good example since daughter music,flipkart,2023-07-25 00:00:00,33
Samsung Galaxy A14,Phone,5,average,flipkart,2023-08-01 00:00:00,7
 Samsung Galaxy Book 2 ,Phone,3,worth it issue overheating issue,flipkart,2023-12-14 00:00:00,32
Samsung Buds Live,Earbuds,1,worth it social kind concern night,FLIPKART,2022-11-19 00:00:00,34
 Samsung Galaxy A54 ,Phone,5,not great ability at toward increase,FLIPKART,2024-06-16 00:00:00,36
Samsung Galaxy S21 FE,Phone,1,waste of money issue charging problem,amazon,2022-06-02 00:00:00,37
Samsung Galaxy A14,Phone,3,excellent issue slow performance,amazon,2022-03-13 00:00:00,32
Samsung Buds 2,Earbuds,3,bad approach how collection lot student issue slow performance,amazon,2024-02-05 00:00:00,62
Samsung Galaxy M34,Phone,4,average participant standard investment market question boy wife seem,flipkart,2023-01-14 00:00:00,69
 Samsung Galaxy Tab A8 ,Phone,5,good international book most movement practice employee key,FLIPKART,2022-05-28 00:00:00,59
Samsung Galaxy S21 FE,Phone,5,not great by open wait record begin,AMAZON,2023-03-16 00:00:00,35
Samsung Buds Live,Earbuds,5,excellent economy perhaps statement wish our through,AMAZON,2023-08-07 00:00:00,52
Samsung Galaxy Book 2,Phone,3,waste of money much benefit matter where effect center two issue charging problem,FLIPKART,2023-07-19 00:00:00,81
Samsung Buds Live,Earbuds,2,worth it his hit suffer state benefit,FLIPKART,2024-05-23 00:00:00,37
 Samsung Galaxy A34 ,Phone,4,excellent interview itself meet according hot,flipkart,2022-01-04 00:00:00,45
 Samsung Galaxy Book 3 ,Phone,5,not great rise mission change human,FLIPKART,2022-07-15 00:00:00,35
Samsung Galaxy Tab S7 FE,Phone,3,excellent many such remain difference issue display flickering,AMAZON,2024-10-01 00:00:00,62
Samsung Buds Live,Earbuds,4,good choice develop us hospital body fish,FLIPKART,2022-09-01 00:00:00,41
Samsung Galaxy A54,Phone,5,not great expert company heart some,amazon,2023-02-15 00:00:00,35
 Samsung Galaxy S21 FE ,Phone,5,excellent miss until cut against tend relate,amazon,2023-06-02 00:00:00,44
Samsung Galaxy A34,Phone,5,waste of money morning our only plan,amazon,2023-10-19 00:00:00,36
Samsung QLED TV,TV,4,battery life could be better,FLIPKART,2024-05-25,28
Samsung Galaxy M14,Phone,3,waste of money get hospital almost total decision choose until,flipkart,2022-09-26 00:00:00,62
Samsung Galaxy M14,Phone,1,worth it,flipkart,2022-05-29 00:00:00,8
Samsung Galaxy A14,Phone,3,good dinner hospital summer office green issue charging problem,FLIPKART,2023-04-16 00:00:00,63
 Samsung Charger 25W ,Charger,4,excellent statement young for start doctor agreement,AMAZON,2022-06-14 00:00:00,52
Samsung Buds 2,Earbuds,4,good leave able new yes bring maintain,FLIPKART,2024-02-03 00:00:00,38
Samsung Galaxy M53,Phone,2,good necessary beat later green left nature bit,amazon,2023-10-09 00:00:00,47
Samsung Galaxy Tab A8,Phone,3,waste of money factor understand maybe his issue charging problem,flipkart,2022-04-22 00:00:00,65
Samsung Galaxy Book 3,Phone,3,good response education or officer investment next join,AMAZON,2024-04-04 00:00:00,55
Samsung Galaxy A34,Phone,4,worth it tough set quality southern store,FLIPKART,2023-01-24 00:00:00,41
Samsung Galaxy A14,Phone,5,bad fish she base much easy what,amazon,2022-10-16 00:00:00,32
Samsung Galaxy Book 3,Phone,5,bad use case discussion analysis say toward,AMAZON,2024-08-14 00:00:00,43
Samsung Galaxy Book 2,Phone,4,average radio good meeting life church heart degree,amazon,2022-05-26 00:00:00,51
Samsung Charger 25W,Charger,2,average issue camera quality is poor,FLIPKART,2022-06-10 00:00:00,36
Samsung Galaxy A14,Phone,4,excellent power we production where goal,amazon,2024-04-12 00:00:00,40
Samsung Galaxy S22,Phone,4,excellent style mouth whole second against claim,FLIPKART,2023-12-25 00:00:00,48
Samsung Galaxy S23,Phone,5,good fly ten mission something near,amazon,2023-08-25 00:00:00,35
Samsung Galaxy Tab A8,Phone,5,average,AMAZON,2023-08-08 00:00:00,7
Samsung Buds 2,Earbuds,1,waste of money issue camera quality is poor,AMAZON,2024-11-12 00:00:00,43
 Samsung Galaxy A14 ,Phone,4,not great continue support few goal food instead,amazon,2023-05-15 00:00:00,48
 Samsung Charger 25W ,Charger,3,average may certainly else great standard approach simply address,FLIPKART,2023-01-10 00:00:00,65
 Samsung Galaxy S21 FE ,Phone,4,excellent,flipkart,2023-06-03 00:00:00,9
Samsung Soundbar,Other,2,not worth the price,flipkart,2024-07-03,19
Samsung Galaxy Book 2,Phone,4,excellent girl enjoy ahead name will,FLIPKART,2024-05-10 00:00:00,36
Samsung Galaxy Watch6,Phone,1,highly recommend to others,flipkart,2024-11-14,26
Samsung Galaxy S22,Phone,1,worth it loss manager heart also care,FLIPKART,2024-03-27 00:00:00,37
Samsung Galaxy S23,Phone,4,good world early office find cut from,flipkart,2022-06-23 00:00:00,37
Samsung Galaxy A34,Phone,1,average,amazon,2024-12-14 00:00:00,7
Samsung Buds Live,Earbuds,1,excellent today remain everything first strong,FLIPKART,2024-08-12 00:00:00,46
Samsung Galaxy Book 3,Phone,3,excellent somebody front reveal rock issue overheating issue,AMAZON,2023-07-11 00:00:00,60
 Samsung Buds 2 ,Earbuds,4,good discuss agency professional left clear,amazon,2023-08-19 00:00:00,43
Samsung Charger 25W,Charger,5,average,flipkart,2022-05-07 00:00:00,7
 Samsung Galaxy M14 ,Phone,4,not great,flipkart,2022-11-17 00:00:00,9
Samsung Galaxy S23,Phone,4,good shake lead both grow blood,FLIPKART,2023-08-04 00:00:00,31
Samsung Buds 2,Earbuds,5,bad black give itself,amazon,2024-01-28 00:00:00,21
 Samsung Buds 2 ,Earbuds,4,not great,flipkart,2024-03-31 00:00:00,9
Samsung Galaxy M14,Phone,5,bad southern at science fall market western director,flipkart,2024-12-11 00:00:00,52
 Samsung Galaxy Tab S7 FE ,Phone,5,average model another situation not chair big far,flipkart,2024-09-12 00:00:00,49
Samsung Galaxy M14,Phone,4,good relationship national dinner house minute almost option,FLIPKART,2023-04-04 00:00:00,60
Samsung Galaxy Book 3,Phone,5,bad,amazon,2023-01-28 00:00:00,3
Samsung Charger 25W,Charger,4,not great prepare project care,amazon,2024-02-06 00:00:00,30
Samsung Galaxy S23,Phone,4,good,flipkart,2023-10-27 00:00:00,4
Samsung Galaxy M14,Phone,3,bad air real health view treat issue display flickering,FLIPKART,2024-08-21 00:00:00,55
 Samsung Galaxy M34 ,Phone,2,not great,AMAZON,2024-04-01 00:00:00,9
Samsung Charger 25W,Charger,3,worth it him tv little soon store garden issue display flickering,flipkart,2023-04-16 00:00:00,65
 Samsung Buds 2 ,Earbuds,3,bad artist create appear,amazon,2022-12-11 00:00:00,24
Samsung Galaxy A34,Phone,4,not great crime peace seem provide page,FLIPKART,2024-01-28 00:00:00,39
 Samsung Galaxy S22 ,Phone,1,good guess end do issue display flickering,flipkart,2022-01-18 00:00:00,42
Samsung Galaxy Tab S7 FE,Phone,2,waste of money into last store yourself attack issue charging problem,flipkart,2024-12-31 00:00:00,69
 Samsung Galaxy A14 ,Phone,3,not great city seek every natural safe issue slow performance,amazon,2024-12-27 00:00:00,61
 Samsung Charger 25W ,Charger,4,average decision herself throw plan,AMAZON,2022-10-30 00:00:00,35
Samsung Galaxy Book 2,Phone,2,not great specific south worry lot process kind dark it issue battery draining fast,flipkart,2022-12-06 00:00:00,83
Samsung Galaxy A54,Phone,1,good brother hand treat tonight rock paper issue slow performance,FLIPKART,2024-03-23 00:00:00,65
 Samsung Galaxy M34 ,Phone,5,bad region discussion detail behavior reveal respond affect,AMAZON,2023-04-06 00:00:00,59
Samsung Refrigerator,Other,1,good for basic usage,FLIPKART,2024-10-14,20
Samsung Galaxy A14,Phone,5,waste of money admit arm rest three,AMAZON,2024-02-03 00:00:00,35
Samsung Galaxy A34,Phone,4,waste of money part exist religious adult,amazon,2023-03-28 00:00:00,41
Samsung Galaxy Book 2,Phone,4,waste of money,FLIPKART,2024-07-20 00:00:00,14
 Samsung Galaxy A34 ,Phone,5,waste of money,amazon,2024-03-03 00:00:00,14
 Samsung Galaxy S22 ,Phone,3,good base focus more measure food,FLIPKART,2022-07-18 00:00:00,33
Samsung Galaxy S23,Phone,5,average room catch form country life,amazon,2023-12-12 00:00:00,36
 Samsung Galaxy M53 ,Phone,5,not great he military future scientist,AMAZON,2023-06-07 00:00:00,38
Samsung Galaxy Tab A8,Phone,4,waste of money,FLIPKART,2022-05-20 00:00:00,14
 Samsung Galaxy Book 2 ,Phone,4,excellent,amazon,2022-04-12 00:00:00,9
 Samsung Soundbar ,Other,3,not worth the price,amazon,2023-07-27,19
Samsung Buds Live,Earbuds,5,excellent mother soon night quality western provide its,amazon,2022-02-02 00:00:00,55
Samsung Crystal UHD TV,TV,4,excellent product very satisfied,AMAZON,2023-09-08,32
Samsung Galaxy Book 2,Phone,4,not great talk scientist own cost chair,FLIPKART,2023-11-12 00:00:00,39
Samsung Galaxy Tab S7 FE,Phone,4,waste of money role owner third crime accept game,AMAZON,2022-04-03 00:00:00,49
 Samsung Soundbar ,Other,2,highly recommend to others,FLIPKART,2024-11-16,26
 Samsung Galaxy Book 3 ,Phone,4,bad face theory as ever popular speak painting,amazon,2023-08-28 00:00:00,46
Samsung Galaxy M53,Phone,3,waste of money issue slow performance,AMAZON,2024-01-20 00:00:00,37
Samsung Galaxy S22,Phone,3,not as expected returning it,flipkart,2024-01-06,28
Samsung Galaxy M34,Phone,3,excellent issue battery draining fast,amazon,2023-10-19 00:00:00,37
Samsung Galaxy Book 3,Phone,5,not great spring nation discover result cold animal,amazon,2024-09-07 00:00:00,51
Samsung Galaxy A54,Phone,4,not great test star step argue,FLIPKART,2022-04-15 00:00:00,30
Samsung Galaxy S21 FE,Phone,3,waste of money idea morning hair food,amazon,2023-02-18 00:00:00,37
